club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Novi Parks SC,Novi Parks,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Oxford SC,Oxford,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
PASS FC,Pass,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Pato's Magic Soccer,Pato'S Magic,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Petoskey YS,Petoskey Ys,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Rapids FC,Rapids,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Real Lansing Football Club,Real Lansing Football,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Red Arrow SC,Red Arrow,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Reeths-Puffer YSC,Reeths-Puffer Ysc,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Royal Oak FC,Royal Oak,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Saginaw Township SA,Saginaw Township Sa,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Saline FC,Saline,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Southwest Michigan Soccer Club Inc,Southwest Michigan Inc,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Sports Plus Academy,Sports Plus Academy,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Toledo Celtics,Toledo Celtics,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Traverse Bay Area YS,Traverse Bay Area Ys,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
United Soccer Academies,Academies,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
United Soccer Athletes,Athletes,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
WAZA FC,Waza,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
West Michigan Galaxy,West Michigan Galaxy,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
West Michigan Premier FC,West Michigan Premier,Michigan State Premier Soccer Program,,MI,https://system.gotsport.com/org_event/events/50611/clubs,,,,,
Tulsa Sheffield United SC,Tulsa Sheffield,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/44015/clubs,,,,,
Apex FC1,Apex Fc1,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Bixby SC,Bixby,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Metro Tulsa Soccer Club,Metro Tulsa,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Owasso SC,Owasso,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Siloam Springs Futbol Club,Siloam Springs Futbol,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Tulsa Greenwood SC,Tulsa Greenwood,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Washington County SC,Washington County,US Club NPL - Frontier Premier League,,,https://system.gotsport.com/org_event/events/50987/clubs,,,,,
Gateway Rush Soccer Club,Gateway Rush,US Club NPL - Central States NPL,,,https://system.gotsport.com/org_event/events/46428/clubs,,,,,
Empire State Youth Soccer Club,Empire State,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
Javier Velasco Soccer Academy (JVSA),Javier Velasco Academy,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
New York Elite Alleycats,New York Elite Alleycats,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
Saints FC,Saints,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
Saratoga-Wilton,Saratoga-Wilton,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
United Soccer Group,Group,US Club NPL - Mid-Atlantic Premier League,,,https://system.gotsport.com/org_event/events/45036/clubs,,,,,
Academia De Futbol Dallas,Academia De Futbol Dallas,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Advantage Autoworks FC,Advantage Autoworks,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Ahlam Soccer Academy,Ahlam Academy,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Athens Futbol Club,Athens Futbol,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Campeones FC,Campeones,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
CFL Missions,Cfl Missions,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Club America - Tarrant County,America - Tarrant County,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Coppell FC,Coppell,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Dallas Blast,Dallas Blast,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Dallas Legends,Dallas Legends,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Dallas South FC,Dallas South,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Dallas Texans West Texas,Dallas Texans West Texas,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Denton Diablos FC,Denton Diablos,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
DFW United SC,Dfw,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Extreme FC,Extreme,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
FC Dallas East Paris,Dallas East Paris,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
FC Dallas Texoma,Dallas Texoma,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
FC Dragons Dallas,Dragons Dallas,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
FC Hurst United,Hurst,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
GLASA LEAGUE TEAM,Glasa League Team,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Independent NTX Gunners Campos FC,Independent Ntx Gunners Campos,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
International Legends FC,International Legends,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
North Dallas Panthers,North Dallas Panthers,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
North Lakes FC,North Lakes,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Olympians SC,Olympians,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Pegasus Futbol,Pegasus Futbol,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Soccerplex United,Soccerplex,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Southside Fury Soccer Academy,Southside Fury Academy,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Southside Soccer,Southside,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Strikers FFC (LA),Strikers Ffc,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Texas Premier SC,Texas Premier,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Texas Raptors Soccer Club,Texas Raptors,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Thunder United Soccer Club,Thunder,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Titans Academy FC,Titans Academy,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Ulete FC,Ulete,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50731/clubs,,,,,
Buen Pastor FC,Buen Pastor,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Chelsea East SC,Chelsea East,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Current Elite 2019G,Current Elite 2019G,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Elite 11 Futbol Club,Elite 11 Futbol,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
FC Cardinals Academy,Cardinals Academy,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Forms Academy,Forms Academy,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
North Texas Elite SC,North Texas Elite,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Revolution Premier SC,Revolution Premier,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50733/clubs,,,,,
Legends FC NTX,Legends Ntx,US Club NPL - Texas Club Soccer League,,TX,https://system.gotsport.com/org_event/events/50734/clubs,,,,,
Blue Knights SC,Blue Knights,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Cheyenne Soccer Club,Cheyenne,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Chivas Denver Soccer Academy,Chivas Denver Academy,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
CO Elevation FC,Co Elevation,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Denver Kickers Sport Club,Denver Kickers Sport,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Flatirons Rush,Flatirons Rush,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Grand Junction SC,Grand Junction,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Gremio FC Utah,Gremio Utah,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Junior Premier League USA,Junior Premier League Usa,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Liverpool FC International Academy Colorado,Liverpool International Academy Colorado,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Missoula Surf,Missoula Surf,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Saratoga Springs FC,Saratoga Springs,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
SWAT Soccer,Swat,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Utah Athletic Academy,Utah Athletic Academy,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Vail Valley SC,Vail Valley,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Villarreal Idaho Academy,Villarreal Idaho Academy,US Club NPL - Mountain West NPL,,,https://system.gotsport.com/org_event/events/44839/clubs,,,,,
Best FC,Best,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
FC Juventud New England,Juventud New England,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
Harvest Soccer Club,Harvest,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
MACH 1 FC,Mach 1,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
New England Revolution,New England Revolution,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
OSNK United,Osnk,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
Pawtucket YSA,Pawtucket Ysa,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
RAMS FC,Rams,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
Vipers FC,Vipers,US Club NPL - New England Impact NPL,,,https://system.gotsport.com/org_event/events/21393/clubs,,,,,
Chicago Celtics SC,Chicago Celtics,Illinois Youth Soccer Association,,Illinois,https://system.gotsport.com/org_event/events/50022/clubs,,,,,
Houston Youth Soccer Association,Houston Association,South Texas Youth Soccer Association,,South Texas,https://www.google.com/maps/d/kml?forcekml=1&mid=1WiBWUBnV577NYdbUb7K_apuMA98mOTE,,,,,
AYSO United Channel Islands,Ayso Channel Islands,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Bear City United Soccer Club,Bear,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
FC England,England,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Fontana FC,Fontana,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Phenom Soccer Academy,Phenom Academy,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Torino FC Soccer Club,Torino,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Uifc Scorpions,Uifc Scorpions,Super Y League,,,https://system.gotsport.com/org_event/events/33123/clubs,,,,,
Dripping Springs Soccer DSYSA,Dripping Springs Dsysa,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
Georgetown Soccer Association,Georgetown Association,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
Liberty Hill Youth Soccer Association,Liberty Hill Association,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
Lockhart YSA,Lockhart Ysa,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
LTFC,Ltfc,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
Pflugerville AYSL,Pflugerville Aysl,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
River City Rangers SC,River Rangers,Super Y League,,,https://system.gotsport.com/org_event/events/36295/clubs,,,,,
ACYS Spirit United,Acys Spirit,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
All In Futbol Club,All In Futbol,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Annandale United Maj.,Annandale Maj.,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
ASA Charge,Asa Charge,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Barca Elite Futbol Club,Barca Elite Futbol,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
BW Gottschee,Bw Gottschee,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Chill SBC Soccer Club,Chill Sbc,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Concorde Fire,Concorde Fire,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Culpeper SC,Culpeper,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
DCPDA,Dcpda,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
ETA United,Eta,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
FA Euro,Fa Euro,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
FC Sarasota,Sarasota,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
FCV Annandale,Fcv Annandale,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Force Football Club,Force Football,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
GOSA,Gosa,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Central Illinois Elite,Central Illinois Elite,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Seacoast United Kings,Seacoast Kings,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Met Oval,Met Oval,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Miramar United Elite FC,Miramar Elite,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
New Jersey Elite,New Jersey Elite,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
New Jersey Stallions,New Jersey Stallions,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Norcross Soccer Academy,Norcross Academy,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Premier Soccer Group,Premier Group,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Prince William Courage,Prince William Courage,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
SABA NYC,Saba Nyc,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Soccer Plus Academy,Plus Academy,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Tallahassee Tottenham,Tallahassee Tottenham,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Toronto Lynx,Toronto Lynx,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
TVSA Santos,Tvsa Santos,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
UFA,Ufa,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
VA Alliance,Va Alliance,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Club Survey Reports,Survey Reports,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
View All,View All,Super Y League,,,https://www.sylsoccer.com/clubs-home,,,,,
Kansas City Fusion SC,Kansas Fusion,Heartland Soccer Association,Leawood,KS,https://heartlandsoccer.net/reports/cgi-jrb/seedings.cgi,,,,,
Kansas Premier Soccer League,Kansas Premier League,Heartland Soccer Association,Overland Park,KS,https://heartlandsoccer.net/reports/cgi-jrb/seedings.cgi,,,,,
Overland Park Soccer Club,Overland Park,Heartland Soccer Association,Overland Park,KS,https://heartlandsoccer.net/reports/cgi-jrb/seedings.cgi,https://www.opsoccerclub.org/,,,,database
SLS Soccer Club,Sls,Heartland Soccer Association,Shawnee,KS,https://heartlandsoccer.net/reports/cgi-jrb/seedings.cgi,,,,,
Ancient City SC,Ancient,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
ASQGC Group Connection LLC,Asqgc Group Connection Llc,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
"ASQJO Junior Orange Bowl Committee, Inc.","Asqjo Junior Orange Bowl Committee, Inc.",Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
ASQOC Orange Classic Soccer Club,Asqoc Orange Classic,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Barcelona Soccer Academy,Barcelona Academy,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Bazooka Soccer Foundation Inc,Bazooka Foundation Inc,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Braden River SC,Braden River,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Brazilian Soccer Training,Brazilian Training,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Brevard Youth Soccer League,Brevard League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Brooksville United Soccer Association,Brooksville Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Callahan SC,Callahan,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Central Academy Youth Soccer Association,Central Academy Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
CES,Ces,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Chargers SC LWR,Chargers Lwr,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Chargers SC Tournaments,Chargers Tournaments,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Citrus Futbol Club,Citrus Futbol,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Citrus United Soccer,Citrus,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
City of Lauderhill Youth Soccer,Of Lauderhill,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Club Champions League Florida,Champions League Florida,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Club Directors League,Directors League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Coral Gables Youth Center,Coral Gables Center,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
DEXWS Warner Soccer League,Dexws Warner League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Dunedin Stirling SC,Dunedin Stirling,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Duplicate - Move Merchant Clay County,Duplicate - Move Merchant Clay County,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
East Pasco YSL,East Pasco Ysl,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
EDP Soccer League,Edp League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Emerald Coast Rush,Emerald Coast Rush,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Englewood Youth Soccer Association,Englewood Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Florida Coast Futbol Club,Florida Coast Futbol,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Florida Kraze Krush,Florida Kraze Krush,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Florida United Soccer Alliance,Florida Alliance,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Florida West F.C. Naples Campus,Florida West . Naples Campus,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Greater Central Florida Youth Soccer,Greater Central Florida,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Greater Osceola United Youth Soccer League,Greater Osceola League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Gulfcoast Youth Soccer Association,Gulfcoast Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Hernando SC,Hernando,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Iconz Experience,Iconz Experience,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Indian River Soccer Association,Indian River Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Indiantown Warriors Soccer Club,Indiantown Warriors,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
International Soccer Association,International Association,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Keystone Heights YSC,Keystone Heights Ysc,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Kick Off Soccer,Kick Off,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Kings Hammer Bay United Soccer Club,Kings Hammer Bay,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Lake Wales SC,Lake Wales,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Largo United SC,Largo,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Lee County Strikers,Lee County Strikers,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Lee County Youth Soccer (League),Lee County,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Lehigh YSA,Lehigh Ysa,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Maitland Soccer Club,Maitland,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Malabar Soccer Club,Malabar,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Miami Dade Soccer League,Miami Dade League,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Miami Strike Force,Miami Strike Force,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
"Nature Coast Soccer Club, Inc.","Nature Coast , Inc.",Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
North Florida Youth Soccer,North Florida,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
North Lakeland Youth Soccer,North Lakeland,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
North Port Fusion FC,North Port Fusion,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Oldsmar SC,Oldsmar,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Ormond Beach Soccer Club,Ormond Beach,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Palm Beach Gardens YSA,Palm Beach Gardens Ysa,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Palm Beach Soccer Academy,Palm Beach Academy,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
Pensacola Futbol Club,Pensacola Futbol,Sunshine State Soccer League,,FL,https://system.gotsport.com/org_event/events/4697/clubs,,,,,
